Date,Store Name,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6
2022-08-04,Store_B,140,103,32,15,8,28
2022-08-05,Store_B,170,182,42,20,61,7
2022-08-06,Store_B,135,85,141,58,75,48
2022-08-07,Store_B,295,171,49,35,34,34
2022-08-08,Store_B,296,40,94,89,28,10
2022-08-09,Store_B,221,154,58,52,24,20
2022-08-10,Store_B,149,83,57,75,48,10
2022-08-11,Store_B,297,99,30,92,20,33
2022-08-12,Store_B,250,116,94,41,79,9
2022-08-13,Store_B,123,114,22,82,73,47
2022-08-14,Store_B,239,85,103,18,34,11
2022-08-15,Store_B,235,99,138,31,12,30
2022-08-16,Store_B,92,84,26,59,39,7
2022-08-17,Store_B,85,188,59,21,46,39
2022-08-18,Store_B,210,50,131,82,26,12
2022-08-19,Store_B,138,77,25,58,58,8
2022-08-20,Store_B,239,114,130,41,64,45
2022-08-21,Store_B,174,76,133,89,78,35
2022-08-22,Store_B,162,77,81,47,15,39
2022-08-23,Store_B,133,98,63,54,23,0
2022-08-24,Store_B,116,160,121,38,65,18
2022-08-25,Store_B,282,42,100,14,63,0
2022-08-26,Store_B,104,139,27,48,55,20
2022-08-27,Store_B,105,93,38,95,76,8
2022-08-28,Store_B,128,119,148,30,48,29
2022-08-29,Store_B,51,91,147,21,6,40
2022-08-30,Store_B,74,166,86,49,14,1
2022-08-31,Store_B,99,117,93,52,78,30
2022-09-01,Store_B,73,184,73,69,54,22
2022-09-02,Store_B,62,171,31,71,58,2
2022-09-03,Store_B,275,47,82,95,70,20
2022-09-04,Store_B,78,119,69,33,27,3
2022-09-05,Store_B,191,149,56,38,61,41
2022-09-06,Store_B,55,42,111,16,29,46
2022-09-07,Store_B,188,30,52,96,57,4
2022-09-08,Store_B,278,185,69,99,73,27
2022-09-09,Store_B,228,178,30,91,33,6
2022-09-10,Store_B,250,63,82,65,60,40
2022-09-11,Store_B,125,75,108,61,21,25
2022-09-12,Store_B,281,76,36,90,69,33
2022-09-13,Store_B,266,188,69,44,13,28
2022-09-14,Store_B,192,117,114,83,68,22
2022-09-15,Store_B,131,194,82,13,67,12
2022-09-16,Store_B,164,115,24,63,68,37
2022-09-17,Store_B,167,86,70,43,62,31
2022-09-18,Store_B,258,161,105,79,22,26
2022-09-19,Store_B,186,194,57,79,28,28
2022-09-20,Store_B,296,93,45,27,11,10
2022-09-21,Store_B,129,102,95,18,77,26
2022-09-22,Store_B,79,104,26,70,55,46
2022-09-23,Store_B,131,86,119,88,61,1
2022-09-24,Store_B,213,107,30,65,23,2
2022-09-25,Store_B,111,90,57,59,9,42
2022-09-26,Store_B,79,72,89,72,48,31
2022-09-27,Store_B,79,188,127,61,9,42
2022-09-28,Store_B,138,91,115,64,58,8
2022-09-29,Store_B,223,73,42,92,42,2
2022-09-30,Store_B,109,191,116,59,6,38
2022-10-01,Store_B,285,53,79,97,23,9
2022-10-02,Store_B,281,99,95,96,10,19
2022-10-03,Store_B,189,42,41,48,64,2
2022-10-04,Store_B,224,84,28,71,44,48
2022-10-05,Store_B,285,174,84,21,25,23
2022-10-06,Store_B,139,71,36,91,22,1
2022-10-07,Store_B,116,141,69,77,40,39
2022-10-08,Store_B,221,121,20,67,74,42
2022-10-09,Store_B,87,42,51,65,25,45
2022-10-10,Store_B,155,49,28,72,38,0
2022-10-11,Store_B,145,52,61,76,35,25
2022-10-12,Store_B,254,164,81,93,24,32
2022-10-13,Store_B,82,160,27,16,75,35
2022-10-14,Store_B,120,178,129,62,47,44
2022-10-15,Store_B,102,182,70,39,76,23
2022-10-16,Store_B,291,111,52,83,51,40
2022-10-17,Store_B,142,151,77,82,20,35
2022-10-18,Store_B,173,101,69,16,16,39
2022-10-19,Store_B,85,60,71,38,48,34
2022-10-20,Store_B,124,120,130,77,34,10
2022-10-21,Store_B,92,122,47,53,13,49
2022-10-22,Store_B,197,107,76,72,17,2
2022-10-23,Store_B,150,48,67,83,67,21
2022-10-24,Store_B,224,83,54,69,40,15
2022-10-25,Store_B,280,96,88,90,68,13
2022-10-26,Store_B,168,42,133,71,61,2
2022-10-27,Store_B,179,165,118,15,31,1
2022-10-28,Store_B,97,170,101,77,60,32
2022-10-29,Store_B,207,119,80,37,20,11
2022-10-30,Store_B,154,82,112,20,11,26
2022-10-31,Store_B,117,184,62,34,61,37
2022-11-01,Store_B,172,169,138,13,13,3
2022-11-02,Store_B,256,87,52,90,74,45
2022-11-03,Store_B,268,55,124,11,76,35
2022-11-04,Store_B,146,105,94,39,38,35
2022-11-05,Store_B,127,91,39,18,48,40
2022-11-06,Store_B,193,175,73,95,41,12
2022-11-07,Store_B,102,115,136,25,42,46
2022-11-08,Store_B,51,196,88,91,7,32
2022-11-09,Store_B,158,49,97,21,71,42
2022-11-10,Store_B,88,119,83,17,74,46
2022-11-11,Store_B,185,138,78,65,13,25
2022-11-12,Store_B,142,181,90,92,26,12
2022-11-13,Store_B,206,101,132,28,23,13
2022-11-14,Store_B,147,52,116,38,19,2
2022-11-15,Store_B,111,105,119,46,37,34
2022-11-16,Store_B,52,89,95,48,5,5
2022-11-17,Store_B,233,169,107,16,53,31
2022-11-18,Store_B,151,107,70,37,40,31
2022-11-19,Store_B,198,76,94,80,41,13
2022-11-20,Store_B,76,91,21,63,5,49
2022-11-21,Store_B,75,79,33,69,31,8
2022-11-22,Store_B,282,38,71,89,49,46
2022-11-23,Store_B,207,69,55,44,26,30
2022-11-24,Store_B,77,125,123,45,31,5
2022-11-25,Store_B,253,199,89,61,41,23
2022-11-26,Store_B,243,141,38,22,32,10
2022-11-27,Store_B,59,63,89,19,70,15
2022-11-28,Store_B,165,146,126,68,40,11
2022-11-29,Store_B,63,80,149,22,17,12
2022-11-30,Store_B,183,72,58,95,26,30
2022-12-01,Store_B,86,147,27,28,49,31
2022-12-02,Store_B,211,82,80,96,33,20
2022-12-03,Store_B,172,122,90,40,60,29
2022-12-04,Store_B,189,147,65,30,65,25
2022-12-05,Store_B,110,181,121,65,35,8
2022-12-06,Store_B,287,119,135,14,7,3
2022-12-07,Store_B,177,79,144,91,40,49
2022-12-08,Store_B,59,178,124,24,27,7
2022-12-09,Store_B,71,50,90,54,49,41
2022-12-10,Store_B,224,97,110,50,62,8
2022-12-11,Store_B,101,75,25,60,39,47
2022-12-12,Store_B,86,145,56,48,22,14
2022-12-13,Store_B,296,187,138,89,68,43
2022-12-14,Store_B,112,88,92,12,68,26
2022-12-15,Store_B,207,113,120,24,75,42
2022-12-16,Store_B,67,164,88,94,65,37
2022-12-17,Store_B,195,39,103,95,39,32
2022-12-18,Store_B,172,104,133,64,17,19
2022-12-19,Store_B,209,153,146,88,48,45
2022-12-20,Store_B,163,93,107,75,77,27
2022-12-21,Store_B,269,184,110,33,32,46
2022-12-22,Store_B,222,85,36,78,27,14
2022-12-23,Store_B,167,165,126,86,14,25
2022-12-24,Store_B,237,147,78,50,27,10
2022-12-25,Store_B,295,99,119,19,16,3
2022-12-26,Store_B,68,111,135,79,78,9
2022-12-27,Store_B,277,145,109,75,51,44
2022-12-28,Store_B,257,62,24,98,29,49
2022-12-29,Store_B,269,142,87,24,61,4
2022-12-30,Store_B,227,91,71,93,30,16
2022-12-31,Store_B,59,128,128,43,11,32
2023-01-01,Store_B,81,148,82,57,51,46
2023-01-02,Store_B,137,122,96,78,60,22
2023-01-03,Store_B,202,171,104,97,55,13
2023-01-04,Store_B,194,168,143,90,44,36
2023-01-05,Store_B,79,150,136,67,11,40
2023-01-06,Store_B,252,171,130,86,15,1
2023-01-07,Store_B,250,37,58,16,20,22
2023-01-08,Store_B,54,124,41,61,70,14
2023-01-09,Store_B,139,61,107,44,35,39
2023-01-10,Store_B,72,88,95,87,11,41
2023-01-11,Store_B,168,46,141,99,52,41
2023-01-12,Store_B,126,111,59,13,10,47
2023-01-13,Store_B,221,157,98,73,74,19
2023-01-14,Store_B,216,118,141,10,77,37
2023-01-15,Store_B,183,171,124,66,65,13
2023-01-16,Store_B,233,190,79,17,9,42
2023-01-17,Store_B,190,36,112,81,30,48
2023-01-18,Store_B,86,41,45,33,12,45
2023-01-19,Store_B,187,199,96,64,38,15
2023-01-20,Store_B,180,57,47,87,18,3
2023-01-21,Store_B,223,69,74,48,39,9
2023-01-22,Store_B,103,65,62,94,40,47
2023-01-23,Store_B,135,77,90,89,33,40
2023-01-24,Store_B,219,113,62,27,40,3
2023-01-25,Store_B,260,67,34,40,7,34
2023-01-26,Store_B,238,71,53,58,11,31
2023-01-27,Store_B,137,152,52,59,5,36
2023-01-28,Store_B,233,82,101,59,48,48
2023-01-29,Store_B,160,160,128,26,65,27
2023-01-30,Store_B,273,53,79,73,13,15
2023-01-31,Store_B,132,45,140,83,66,0
2023-02-01,Store_B,71,136,143,82,43,46
2023-02-02,Store_B,223,47,52,82,22,27
2023-02-03,Store_B,76,195,87,98,13,1
2023-02-04,Store_B,128,167,95,43,7,8
2023-02-05,Store_B,273,164,105,77,77,23
2023-02-06,Store_B,257,178,117,43,20,32
2023-02-07,Store_B,84,70,66,21,32,31
2023-02-08,Store_B,89,142,123,36,42,9
2023-02-09,Store_B,293,166,21,12,25,1
2023-02-10,Store_B,227,42,21,27,74,29
2023-02-11,Store_B,226,116,67,76,60,42
2023-02-12,Store_B,250,151,28,67,75,4
2023-02-13,Store_B,105,182,108,19,11,43
2023-02-14,Store_B,74,115,92,55,44,6
2023-02-15,Store_B,218,166,55,34,14,49
2023-02-16,Store_B,168,166,37,13,19,32
2023-02-17,Store_B,215,75,57,62,54,13
2023-02-18,Store_B,83,90,146,50,31,17
2023-02-19,Store_B,76,132,139,35,17,41
2023-02-20,Store_B,92,114,83,61,32,27
2023-02-21,Store_B,89,182,78,63,66,31
2023-02-22,Store_B,176,54,75,39,52,40
2023-02-23,Store_B,112,53,39,74,13,28
2023-02-24,Store_B,132,101,86,93,61,35
2023-02-25,Store_B,115,79,61,31,25,26
2023-02-26,Store_B,229,157,115,64,28,0
2023-02-27,Store_B,62,95,108,68,25,39
2023-02-28,Store_B,183,39,104,58,77,31
2023-03-01,Store_B,116,109,115,16,12,35
2023-03-02,Store_B,160,77,60,67,26,15
2023-03-03,Store_B,189,165,44,21,22,18
2023-03-04,Store_B,128,89,120,63,60,13
2023-03-05,Store_B,130,35,95,82,15,35
2023-03-06,Store_B,168,115,73,86,36,7
2023-03-07,Store_B,172,43,70,45,63,8
2023-03-08,Store_B,278,114,104,79,43,40
2023-03-09,Store_B,143,67,126,93,9,10
2023-03-10,Store_B,71,67,82,77,71,0
2023-03-11,Store_B,138,133,66,59,65,19
2023-03-12,Store_B,220,132,87,78,20,32
2023-03-13,Store_B,241,78,105,44,18,7
2023-03-14,Store_B,159,72,62,14,74,45
2023-03-15,Store_B,252,102,128,58,71,9
2023-03-16,Store_B,187,149,46,19,39,29
2023-03-17,Store_B,142,144,107,97,32,9
2023-03-18,Store_B,246,153,85,74,28,5
2023-03-19,Store_B,214,99,31,18,35,25
2023-03-20,Store_B,136,101,69,19,50,48
2023-03-21,Store_B,87,157,59,49,74,26
2023-03-22,Store_B,84,183,120,11,15,10
2023-03-23,Store_B,52,138,83,32,73,28
2023-03-24,Store_B,60,59,124,18,34,48
2023-03-25,Store_B,160,110,52,37,39,48
2023-03-26,Store_B,187,82,87,71,50,29
2023-03-27,Store_B,297,44,80,78,76,28
2023-03-28,Store_B,50,64,115,54,7,25
2023-03-29,Store_B,168,172,23,55,77,23
2023-03-30,Store_B,243,157,116,33,66,35
2023-03-31,Store_B,269,116,79,28,36,20
2023-04-01,Store_B,136,186,102,63,48,5
2023-04-02,Store_B,96,58,79,67,32,41
2023-04-03,Store_B,221,66,137,53,72,8
2023-04-04,Store_B,153,147,98,54,26,32
2023-04-05,Store_B,58,134,29,30,38,43
2023-04-06,Store_B,68,187,20,94,73,23
2023-04-07,Store_B,244,43,53,35,9,3
2023-04-08,Store_B,273,97,33,32,40,41
2023-04-09,Store_B,180,140,56,85,73,40
2023-04-10,Store_B,214,133,74,12,22,45
2023-04-11,Store_B,105,163,40,83,45,26
2023-04-12,Store_B,152,126,137,42,6,5
2023-04-13,Store_B,243,130,138,40,51,11
2023-04-14,Store_B,163,52,65,47,10,19
2023-04-15,Store_B,255,67,66,47,66,33
2023-04-16,Store_B,290,112,125,50,51,8
2023-04-17,Store_B,262,54,82,97,6,8
2023-04-18,Store_B,110,125,34,48,69,7
2023-04-19,Store_B,51,75,55,43,12,15
2023-04-20,Store_B,93,87,20,45,42,10
2023-04-21,Store_B,243,192,129,18,70,16
2023-04-22,Store_B,294,149,74,74,25,35
2023-04-23,Store_B,257,97,62,28,70,20
2023-04-24,Store_B,276,142,68,87,49,17
2023-04-25,Store_B,111,96,91,82,43,16
2023-04-26,Store_B,131,54,130,94,12,14
2023-04-27,Store_B,270,41,138,80,7,7
2023-04-28,Store_B,203,33,24,72,36,43
2023-04-29,Store_B,155,187,78,65,23,37
2023-04-30,Store_B,192,38,22,93,73,3
2023-05-01,Store_B,214,31,51,57,67,5
2023-05-02,Store_B,295,39,133,14,22,45
2023-05-03,Store_B,243,181,132,67,37,35
2023-05-04,Store_B,221,164,65,16,46,2
2023-05-05,Store_B,136,33,141,96,11,48
2023-05-06,Store_B,118,71,73,63,48,32
2023-05-07,Store_B,133,185,86,16,51,16
2023-05-08,Store_B,182,74,44,13,59,22
2023-05-09,Store_B,184,46,103,83,28,6
2023-05-10,Store_B,77,109,103,75,49,8
2023-05-11,Store_B,254,54,87,80,59,36
2023-05-12,Store_B,137,38,139,14,15,38
2023-05-13,Store_B,190,162,44,58,65,13
2023-05-14,Store_B,104,158,125,84,19,6
2023-05-15,Store_B,90,140,54,53,40,15
2023-05-16,Store_B,150,193,87,55,15,8
2023-05-17,Store_B,208,197,64,89,27,10
2023-05-18,Store_B,171,116,55,25,27,7
2023-05-19,Store_B,99,120,130,55,9,9
2023-05-20,Store_B,52,155,53,69,10,7
2023-05-21,Store_B,261,126,133,12,41,6
2023-05-22,Store_B,132,72,141,98,15,37
2023-05-23,Store_B,164,100,37,46,55,33
2023-05-24,Store_B,284,99,66,68,15,33
2023-05-25,Store_B,135,188,80,84,68,12
2023-05-26,Store_B,292,48,124,84,67,42
2023-05-27,Store_B,257,191,99,48,24,13
2023-05-28,Store_B,106,150,76,65,48,5
2023-05-29,Store_B,152,48,27,37,78,24
2023-05-30,Store_B,243,76,60,50,8,10
2023-05-31,Store_B,94,92,123,75,39,28
2023-06-01,Store_B,236,72,113,51,62,46
2023-06-02,Store_B,96,129,66,70,53,40
2023-06-03,Store_B,217,68,46,31,37,3
2023-06-04,Store_B,171,185,94,57,32,23
2023-06-05,Store_B,69,133,139,19,18,29
2023-06-06,Store_B,99,60,23,65,41,49
2023-06-07,Store_B,244,36,109,23,78,30
2023-06-08,Store_B,272,122,53,82,30,41
2023-06-09,Store_B,90,92,62,46,36,39
2023-06-10,Store_B,179,115,84,22,7,31
2023-06-11,Store_B,141,139,81,92,76,5
2023-06-12,Store_B,151,106,113,19,18,19
2023-06-13,Store_B,299,114,77,70,17,23
2023-06-14,Store_B,109,46,120,93,12,1
2023-06-15,Store_B,115,157,145,74,68,9
2023-06-16,Store_B,268,77,103,31,17,20
2023-06-17,Store_B,273,34,31,47,20,25
2023-06-18,Store_B,177,145,32,51,14,11
2023-06-19,Store_B,154,126,94,73,64,34
2023-06-20,Store_B,284,95,107,96,21,3
2023-06-21,Store_B,292,124,79,99,8,31
2023-06-22,Store_B,186,193,130,80,28,23
2023-06-23,Store_B,213,63,87,62,44,33
2023-06-24,Store_B,80,156,63,23,52,35
2023-06-25,Store_B,228,129,138,70,75,27
2023-06-26,Store_B,247,174,127,31,69,39
2023-06-27,Store_B,283,87,94,27,15,31
2023-06-28,Store_B,111,104,104,44,48,15
2023-06-29,Store_B,216,96,81,89,28,25
2023-06-30,Store_B,195,30,31,14,79,19
2023-07-01,Store_B,91,160,76,90,78,14
2023-07-02,Store_B,70,145,103,19,52,3
2023-07-03,Store_B,131,129,55,10,76,32
2023-07-04,Store_B,173,158,22,73,54,19
2023-07-05,Store_B,284,129,149,76,16,9
2023-07-06,Store_B,214,198,133,22,13,20
2023-07-07,Store_B,55,93,120,68,25,6
2023-07-08,Store_B,260,77,54,31,38,18
2023-07-09,Store_B,281,76,65,40,77,27
2023-07-10,Store_B,292,113,65,20,55,30
2023-07-11,Store_B,261,187,79,43,11,44
2023-07-12,Store_B,51,86,80,12,75,43
2023-07-13,Store_B,93,169,39,67,19,47
2023-07-14,Store_B,264,63,29,61,62,3
2023-07-15,Store_B,114,185,134,28,58,7
2023-07-16,Store_B,295,81,138,71,75,36
2023-07-17,Store_B,264,122,50,86,7,24
2023-07-18,Store_B,115,50,92,87,68,33
2023-07-19,Store_B,153,57,61,10,37,46
2023-07-20,Store_B,86,126,97,68,77,10
2023-07-21,Store_B,167,169,51,23,32,27
2023-07-22,Store_B,165,158,119,31,76,3
2023-07-23,Store_B,217,79,67,10,39,40
2023-07-24,Store_B,249,137,112,46,75,5
2023-07-25,Store_B,213,43,84,68,72,6
2023-07-26,Store_B,191,91,122,17,59,9
2023-07-27,Store_B,123,161,141,88,47,26
2023-07-28,Store_B,272,151,96,76,13,41
2023-07-29,Store_B,224,134,88,63,39,38
2023-07-30,Store_B,70,74,53,91,34,27
2023-07-31,Store_B,188,194,110,45,63,28
2023-08-01,Store_B,200,95,77,66,43,6
2023-08-02,Store_B,203,72,104,90,23,15
2023-08-03,Store_B,223,110,28,37,25,32
2023-08-04,Store_B,69,183,45,28,34,17
2023-08-05,Store_B,230,116,114,58,21,21
2023-08-06,Store_B,263,197,60,81,32,4
2023-08-07,Store_B,239,92,139,40,36,5
2023-08-08,Store_B,286,137,143,20,53,49
2023-08-09,Store_B,183,143,57,92,71,8
2023-08-10,Store_B,281,149,112,18,73,12
2023-08-11,Store_B,89,153,130,41,70,21
2023-08-12,Store_B,184,153,106,95,65,8
2023-08-13,Store_B,62,88,45,79,33,4
2023-08-14,Store_B,155,79,28,76,23,31
2023-08-15,Store_B,237,87,140,35,20,41
2023-08-16,Store_B,251,100,65,39,76,11
2023-08-17,Store_B,68,195,83,42,37,24
2023-08-18,Store_B,220,137,127,33,15,18
2023-08-19,Store_B,283,44,64,49,34,41
2023-08-20,Store_B,153,145,129,69,44,47
2023-08-21,Store_B,299,151,122,22,70,16
2023-08-22,Store_B,232,196,143,95,7,39
2023-08-23,Store_B,120,152,134,65,10,17
2023-08-24,Store_B,242,35,149,99,22,42
2023-08-25,Store_B,84,94,147,52,25,4
2023-08-26,Store_B,54,188,120,34,37,47
2023-08-27,Store_B,56,129,70,42,48,5
2023-08-28,Store_B,291,51,79,79,47,41
2023-08-29,Store_B,270,141,78,23,52,9
2023-08-30,Store_B,54,54,87,78,40,21
2023-08-31,Store_B,56,98,116,98,41,3
2023-09-01,Store_B,182,111,80,71,22,11
2023-09-02,Store_B,174,50,78,25,70,49
2023-09-03,Store_B,289,90,71,20,11,5
2023-09-04,Store_B,246,152,89,18,34,37
2023-09-05,Store_B,236,117,144,60,60,43
2023-09-06,Store_B,87,124,149,34,43,14
2023-09-07,Store_B,246,171,133,54,71,46
2023-09-08,Store_B,54,31,66,78,28,15
2023-09-09,Store_B,294,115,49,20,29,36
2023-09-10,Store_B,227,140,149,61,67,37
2023-09-11,Store_B,273,113,94,29,30,29
2023-09-12,Store_B,253,55,56,58,42,15
2023-09-13,Store_B,297,68,120,47,35,26
2023-09-14,Store_B,192,114,36,72,53,6
2023-09-15,Store_B,202,69,50,66,28,46
2023-09-16,Store_B,181,155,25,25,74,6
2023-09-17,Store_B,55,69,46,82,17,35
2023-09-18,Store_B,97,81,29,45,29,8
2023-09-19,Store_B,232,141,94,52,59,14
2023-09-20,Store_B,58,34,42,96,66,35
2023-09-21,Store_B,216,84,93,71,5,43
2023-09-22,Store_B,270,186,128,59,46,29
2023-09-23,Store_B,114,39,134,71,49,25
2023-09-24,Store_B,190,132,148,43,20,33
2023-09-25,Store_B,237,87,48,41,42,2
2023-09-26,Store_B,146,73,120,35,60,21
2023-09-27,Store_B,149,116,52,35,9,14
2023-09-28,Store_B,109,81,105,80,17,18
2023-09-29,Store_B,192,54,53,57,21,21
2023-09-30,Store_B,161,167,24,87,70,7
2023-10-01,Store_B,238,38,102,23,6,31
2023-10-02,Store_B,282,110,83,26,54,39
2023-10-03,Store_B,276,112,140,50,32,16
2023-10-04,Store_B,240,41,69,28,64,32
2023-10-05,Store_B,116,71,38,79,41,4
2023-10-06,Store_B,251,157,124,68,33,42
2023-10-07,Store_B,82,198,81,23,77,13
2023-10-08,Store_B,279,160,128,58,32,12
2023-10-09,Store_B,127,104,143,68,18,6
2023-10-10,Store_B,205,60,22,25,37,31
2023-10-11,Store_B,297,138,116,38,57,40
2023-10-12,Store_B,205,119,61,92,60,14
2023-10-13,Store_B,271,45,148,72,75,4
2023-10-14,Store_B,174,81,52,82,18,10
2023-10-15,Store_B,199,171,55,80,6,10
2023-10-16,Store_B,183,39,34,54,31,5
2023-10-17,Store_B,70,31,115,87,46,3
2023-10-18,Store_B,106,180,125,90,48,37
2023-10-19,Store_B,257,94,47,69,38,0
2023-10-20,Store_B,64,83,59,15,48,19
2023-10-21,Store_B,63,52,143,63,24,19
2023-10-22,Store_B,264,156,25,27,49,5
2023-10-23,Store_B,89,65,122,24,7,21
2023-10-24,Store_B,94,94,99,21,33,19
2023-10-25,Store_B,76,165,68,97,56,48
2023-10-26,Store_B,120,72,129,23,44,24
2023-10-27,Store_B,186,193,86,63,60,44
2023-10-28,Store_B,139,68,132,90,21,28
2023-10-29,Store_B,278,166,57,85,63,5
2023-10-30,Store_B,66,169,46,22,79,20
2023-10-31,Store_B,231,136,72,48,70,0
2023-11-01,Store_B,214,195,123,35,29,44
2023-11-02,Store_B,258,49,27,44,47,44
2023-11-03,Store_B,150,137,109,88,74,17
2023-11-04,Store_B,71,48,81,25,25,29
2023-11-05,Store_B,273,105,127,14,44,8
2023-11-06,Store_B,198,53,149,37,24,39
2023-11-07,Store_B,290,96,146,60,29,8
2023-11-08,Store_B,147,88,92,43,19,37
2023-11-09,Store_B,110,163,87,74,61,4
2023-11-10,Store_B,166,85,140,12,37,32
2023-11-11,Store_B,227,123,90,89,71,17
2023-11-12,Store_B,208,158,62,13,42,28
2023-11-13,Store_B,160,103,31,88,77,30
2023-11-14,Store_B,97,119,64,73,9,33
2023-11-15,Store_B,203,85,59,18,41,12
2023-11-16,Store_B,246,114,133,88,36,45
2023-11-17,Store_B,113,88,125,65,34,34
2023-11-18,Store_B,217,72,68,38,64,17
2023-11-19,Store_B,62,36,102,35,21,41
2023-11-20,Store_B,172,169,106,17,54,8
2023-11-21,Store_B,104,162,69,54,11,40
2023-11-22,Store_B,131,195,89,95,14,16
2023-11-23,Store_B,268,166,127,71,71,10
2023-11-24,Store_B,226,105,114,65,49,27
2023-11-25,Store_B,134,136,134,80,23,44
2023-11-26,Store_B,102,52,26,30,63,43
2023-11-27,Store_B,266,67,137,13,79,27
2023-11-28,Store_B,125,124,93,10,49,0
2023-11-29,Store_B,69,83,76,24,65,44
2023-11-30,Store_B,100,165,143,58,34,32
2023-12-01,Store_B,160,124,133,47,34,49
2023-12-02,Store_B,120,132,90,52,27,10
2023-12-03,Store_B,131,146,31,73,30,15
2023-12-04,Store_B,68,55,41,70,51,28
2023-12-05,Store_B,182,66,149,75,75,41
2023-12-06,Store_B,282,47,134,93,58,1
2023-12-07,Store_B,263,61,130,28,33,29
2023-12-08,Store_B,82,101,93,76,6,18
2023-12-09,Store_B,267,139,92,78,46,24
2023-12-10,Store_B,83,35,104,15,64,26
2023-12-11,Store_B,237,40,106,51,11,42
2023-12-12,Store_B,86,67,88,17,50,38
2023-12-13,Store_B,176,67,97,83,68,8
2023-12-14,Store_B,121,138,64,28,52,19
2023-12-15,Store_B,297,120,64,71,53,47
2023-12-16,Store_B,73,38,111,11,6,2
2023-12-17,Store_B,77,62,57,74,33,34
2023-12-18,Store_B,53,181,140,10,52,12
2023-12-19,Store_B,132,193,133,77,51,15
2023-12-20,Store_B,165,189,144,18,48,39
2023-12-21,Store_B,61,45,30,13,49,2
2023-12-22,Store_B,289,52,43,29,9,17
2023-12-23,Store_B,176,51,41,71,28,41
2023-12-24,Store_B,214,42,34,91,12,10
2023-12-25,Store_B,254,43,39,69,37,40
2023-12-26,Store_B,143,98,76,51,39,15
2023-12-27,Store_B,104,115,33,86,17,42
2023-12-28,Store_B,169,136,109,93,41,47
2023-12-29,Store_B,55,153,55,85,41,5
2023-12-30,Store_B,279,191,116,14,68,16
2023-12-31,Store_B,265,110,75,43,71,24
